division_lat,division_ru,class_lat,class_ru,order_lat,order_ru,family_lat,family_ru,family_takhtajan,genus_lat,genus_ru,species_sci,species_ru,species_uz,plantarium_url,life_form,habitat_env,habitat_place,usage,range_world,range_central_asia,range_uzbekistan,endemism,protected_areas,red_book,life_form_ru,life_form_en,habitat_place_ru,habitat_place_en,usage_ru,usage_en
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea kuraminica Levichev,гусиный лук кураминский,Qurama boychechagi,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,"G'arbiy Tyanshan endemigi, O'zbekiston endemigi",yo'q,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea liotardii (Sternb.) Schult. & Schult. f.,гусиный лук Лиотарда,Liotard boychechagi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","o'rta tog'lar, baland tog'lar",manzarali,tog'li hududlar Yevrosiyo va shimoliy Afrika,"Jung'or Olatovi, Tyanshan, Pomir-Oloy",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea lowariensis Pascher,гусиный лук ловарийский,Lovariya boychechagi,,ko'p yillik,,,,"O'rta Osiyo, Afg'oniston, Pokiston",,,,,false,многолетнее,perennial,,,,
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea ludmilae Levichev,гусиный лук Людмилы,Lyudmila boychechagi,,ko'p yillik,"lyossli, mayda tuproqli yonbag'irlar",tog'oldi,manzarali,tog'oldi Chotqol tizmasi,,"tog'oldi Chotqol tizmasi, tomon yugo-vostoku dan shahar Parkent","Chotqol tizmasi endemigi, O'zbekiston endemigi",yo'q,true,многолетнее,perennial,предгорья,foothills,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea minutiflora Regel,гусиный лук мелкоцветный,maydagul boychechak,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar, zax joylar yaqinida qorliklar","o'rta tog'lar, baland tog'lar",manzarali,"g'arbiy Tyanshan, g'arbiy Pomir-Oloy","g'arbiy Tyanshan, Pomir-Oloy (Samarqand tog'lari, havzasi.d. Oqsuv: Sevikopa)",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea nabievii Levichev,гусиный лук Набиева,Nabiyev boychechagi,,ko'p yillik,"mayda tuproqli yonbag'irlar, zax joylar yaqinida qorliklar","o'rta tog'lar, baland tog'lar",manzarali,g'arbiy Pomir-Oloy,,"Turkiston tizmasi, Ko'hitang","G'arbiy Pomir-Oloy endemigi, O'zbekiston endemigi","Zomin, Surxon qo'riqxonalar",false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,"Gagea namanganica Levichev & Karimov, ined.",гусиный лук наманганский,Namangan boychechagi,,,,,manzarali,Farg'ona vodiy,,,"Farg'ona vodiylar endemigi, O'zbekiston endemigi",,false,,,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea neotenica Levichev,гусиный лук неотенический,neotenik boychechak,,ko'p yillik,,past tog'lar,manzarali,Pomir-Oloy,,,"G'arbiy Pomir-Oloy endemigi, O'zbekiston endemigi",,false,многолетнее,perennial,низкогорья,low mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea olgae Regel,гусиный лук Ольги,Olga boychechagi,,ko'p yillik,"gilli cho'llar, tog' etaklari tekisliklar, lyossli, mayda tuproqli yonbag'irlar","tog'oldi, past tog'lar",manzarali,"O'rta Osiyo, Eron, Afg'oniston, Pokiston, g'arbiy Xitoy","g'arbiy Tyanshan, Pomir-Oloy, Kopetdog'",,,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea olgae f. dilatata Levichev,гусиный лук Ольги форма расширенная,Olga boychechagi kengaygan formasi,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea ova Stapf,гусиный лук яйцевидный,tuxumsimon boychechak,,ko'p yillik,"gilli cho'llar, tog' etaklari tekisliklar, lyossli, mayda tuproqli yonbag'irlar","tekislik, tog'oldi, past tog'lar",manzarali,"O'rta Osiyo, Eron, Afg'oniston","Tyanshan, Pomir-Oloy, Kopetdog'",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья","plain, foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea paedophila Vved.,гусиный лук чадолюбивый,bolasevar boychechak,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",o'rta tog'lar,manzarali,"Pomir-Oloy, Afg'oniston",Pomir-Oloy,,,,false,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,"Gagea pallidula Levichev & Karimov, ined.",гусиный лук бледный,ko'rimsiz boychechak,,ko'p yillik,,,manzarali,Farg'ona vodiy,,,"Farg'ona vodiylar endemigi, O'zbekiston endemigi",yo'q,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea paniculata Levichev,гусиный лук метельчатый,supurgisimon boychechak,,ko'p yillik,"mayda tuproqli yonbag'irlar, orasida daraxt-buta o'simliklari",past tog'lar,manzarali,"g'arbiy Tyanshan, Pomir-Oloy",,,,,false,многолетнее,perennial,низкогорья,low mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea pedata Levichev,гусиный лук стоповидный,tovonkabi boychechak,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,"G'arbiy Tyanshan endemigi, O'zbekiston endemigi",,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea popovii Vved.,гусиный лук Попова,Popov boychechagi,,ko'p yillik,"lyossli, mayda tuproqli yonbag'irlar","tog'oldi, past tog'lar",manzarali,g'arbiy Tyanshan,g'arbiy Tyanshan (Toshkent Olatov),,,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea praemixta Vved.,гусиный лук смешанный,aralashgan boychechak,,ko'p yillik,"tog' etaklari tekisliklar, mayda tuproqli yonbag'irlar",tog'oldi,manzarali,g'arbiy Tyanshan,g'arbiy Tyanshan,,"G'arbiy Tyanshan endemigi, O'zbekiston endemigi",,false,многолетнее,perennial,предгорья,foothills,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea pseudominutiflora  Levichev,гусиный лук ложномелкоцветковый,soxtamaydagul boychechak,,ko'p yillik,,,manzarali,"g'arbiy Tyanshan, g'arbiy Pomir-Oloy",,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea pseudoreticulata Vved.,гусиный лук ложносетчатый,soxtato'rli boychechak,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,"O'rta Osiyo, Eron, Afg'oniston","g'arbiy Tyanshan, g'arbiy Pomir-Oloy, Badhiz",,,,false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea quasitenuifolia Levichev,гусиный лук нителистоподобный,ipbargsimon boychechak,,ko'p yillik,,,manzarali,"Kavkaz, O'rta Osiyo, Eron, Afg'oniston",,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea reinhardii Levichev,гусиный лук Рейнхарда,Reynxard boychechagi,,ko'p yillik,ola-bula rangli tog' jinslari ochilmalari,"tog'oldi, past tog'lar",manzarali,g'arbiy tarmoqlari Hisor tizmasi,,g'arbiy tarmoqlari Hisor tizmasi,G'arbiy Pomir-Oloy endemigi,yo'q,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea reticulata (Pall.) Schult. & Schult. f.,гусиный лук сетчатый,to'rli boychechak,,ko'p yillik,"qumli, gilli, shag'alli cho'llar",tekislik,manzarali,"janubiy-Sharqiy Yevropa, Shimoliy Afrika, O'rta yer dengizi mintaqasi, Kavkaz, O'rta Osiyo, Kichik Osiyo, Arabiston, Eron, Iroq, Afg'oniston, Pokiston, g'arbiy Himolay","Orolbo'yi va Kaspiybo'yi cho'llar, Ustyurt",,,,false,многолетнее,perennial,равнина,plain,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea rufidula Levichev,гусиный лук рыжеватый,sarg'ish boychechak,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea rupicola Levichev,гусиный лук скальный,qoya boychechagi,,ko'p yillik,,,manzarali,"g'arbiy Tyanshan, Pomir-Oloy",,,"G'arbiy Tyanshan endemigi, O'zbekiston endemigi",Chotqol qo'riqxonasi,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea schachimardanica Levichev,гусиный лук шахимарданский,Shoximardon boychechagi,,ko'p yillik,"toshloq, shag'alli yonbag'irlar, tosh sochilmalari, yotqiziq konuslari",o'rta tog'lar,manzarali,Oloy tizmasi,,Oloy tizmasi,Oloy tizmasi endemigi,yo'q,false,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea stipitata Merckl. ex Bunge,гусиный лук стебельчатый,poyasimon boychechak,,ko'p yillik,"gilli cho'llar, tog' etaklari tekisliklar, mayda tuproqli, shag'alli, toshloq yonbag'irlar","tekislik, tog'oldi, past tog'lar",manzarali,"O'rta Osiyo, Eron, Afg'oniston","g'arbiy Tyanshan, Pomir-Oloy, Kopetdog'",,,,false,многолетнее,perennial,"равнина, предгорья, низкогорья","plain, foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea stolonifera Popov & Czugaeva,гусиный лук столоновый,stolonli boychechak,,ko'p yillik,,,manzarali,Pomir-Oloy,,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea subtilis Vved.,гусиный лук субтильный,subtil boychechak,,ko'p yillik,,"tog'oldi, past tog'lar",manzarali,"janubi-g'arbiy Tyanshan, shimoli-g'arbiy Pomir-Oloy","Tyanshan (Mo'g'ultov), Pomir-Oloy (Turkiston tizmasi)",,,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea takhtajanii Levichev,гусиный лук Тахтаджяна,Taxtadjyan boychechagi,,ko'p yillik,tog' etaklari tekisliklar,"tekislik, tog'oldi",manzarali,vodiy d. Surxondaryo,,vodiy d. Surxondaryo,"Janubi-g'arbiy Pomir-Oloy endemigi, O'zbekiston endemigi",yo'q,false,многолетнее,perennial,"равнина, предгорья","plain, foothills",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea talassica Levichev,гусиный лук таласский,Talos boychechagi,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea taschkentica Levichev,гусиный лук ташкентский,Toshkent boychechagi,,ko'p yillik,tog' etaklari tekisliklar,"tekislik, tog'oldi",manzarali,"g'arbiy Tyanshan, Pomir-Oloy",,,,,false,многолетнее,perennial,"равнина, предгорья","plain, foothills",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea tenera Pascher,гусиный лук нежный,nafis boychechak,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar",manzarali,"ortiKavkaze, O'rta Osiyo, Eron","Tyanshan, Pomir-Oloy, Kopetdog'",,,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,"Gagea tribulbilla Levichev, ined.",гусиный лук трехлуковичковый,uchpiyozchali boychechak,,ko'p yillik,,,manzarali,Pomir-Oloy,,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea turkestanica Pasch.,гусиный лук туркестанский,Turkiston boychechagi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",tog'oldi,manzarali,Tyanshan,"Tyanshan (g'arbiy, Chu-Ili tog'lari, Iliorti Olatov)",,,,false,многолетнее,perennial,предгорья,foothills,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea ugamica Pavl.,гусиный лук угамский,Ugom boychechagi,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea ularsaica Levichev,гусиный лук уларсайский,Ularsoy boychechagi,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,"G'arbiy Tyanshan endemigi, O'zbekiston endemigi",,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,"Gagea uyguriensis Levichev & Karimov, ined.",гусиный лук уйгурский,Uyg'ursoy boychechagi,,ko'p yillik,,,manzarali,Farg'ona vodiy,,,"Farg'ona vodiylar endemigi, O'zbekiston endemigi",,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea x vaga Levichev,гусиный лук неправильный,noto'g'ri boychechak,,ko'p yillik,,,manzarali,g'arbiy Tyanshan,,,,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea vegeta Vved.,гусиный лук крепкий,mustaxkam boychechak,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",o'rta tog'lar,manzarali,"g'arbiy Tyanshan, Pomir-Oloy","g'arbiy Tyanshan, Pomir-Oloy",,,,false,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea villosula Vved.,гусиный лук мохнатый,paxmoq boychechak,,ko'p yillik,"mayda tuproqli, shag'alli yonbag'irlar, ola-bula rangli tog' jinslari ochilmalari, jarliklar","tog'oldi, past tog'lar",manzarali,g'arbiy Pomir-Oloy,"Pomir-Oloy (Hisor tizmasi, tog'lari Cho'lboyir)","Hisor tizmasi, Boysun tog'lari",,,false,многолетнее,perennial,"предгорья, низкогорья","foothills, low mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea vvedenskyi Grossh.,гусиный лук Введенского,Vvedenskiy boychechagi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","o'rta tog'lar, baland tog'lar",manzarali,"Tyanshan, Pomir-Oloy","Tyanshan, Pomir-Oloy",,,,false,многолетнее,perennial,"среднегорья, высокогорья","mid mountains, high mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Gagea Salisb.,Гусиный лук,Gagea x turanica Levichev,гусиный лук туранский,Turon boychechagi,,ko'p yillik,,,manzarali,"ortiKavkaze, O'rta Osiyo, Eron, Afg'oniston",,,O'zbekiston endemigi,,false,многолетнее,perennial,,,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa affinis Botschantz.,тюльпан родственный,"qardoshli lola, Nurota lolasi",,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","past tog'lar, o'rta tog'lar",manzarali,"shimoli-g'arbiy Pomir-Oloy (O'zbekiston, Qirg'iziston, Tojikiston)",,"Nurota tog'lari, tizmalari Turkiston, Molguzar",Shimoli-g'arbiy Pomir-Oloy endemigi,"Nurota, Zomin qo'riqxonasi, Zomin milliy tabiat bog'i",true,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa bactriana J.J. de Groot ined.,тюльпан бактрийский,Baktriya lolasi,,ko'p yillik,mayda tuproqli yonbag'irlar,tog'oldi,manzarali,janubi-g'arbiy Pomir-Oloy (O'zbekiston),,Surxon-Sherobod vodiy,"Janubi-g'arbiy Pomir-Oloy endemigi, O'zbekiston endemigi",yo'q,false,многолетнее,perennial,предгорья,foothills,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa biflora Pall.,тюльпан двухцветковый,ikkigulli lola,,ko'p yillik,"gilli va sho'rtob dashtlar, solonsi",tekislik,manzarali,"Kaspiybo'yi cho'llar, shimoliy Qozog'iston, Ustyurt, janub g'arbiy Sibir (Rossiya, Qozog'iston, O'zbekiston)",,Ustyurt,,yo'q,false,многолетнее,perennial,равнина,plain,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa bifloriformis Vved.,тюльпан ложнодвухцветковый,soxta ikkigulli lola,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","tog'oldi, past tog'lar, o'rta tog'lar",manzarali,g'arbiy Tyanshan,,"tizmalari Qorajontov, Piskom, Ugom, Chotqol, Qurama",,"Chotqol qo'riqxonasi, Ugom-Chotqol milliy tabiat bog'i",false,многолетнее,perennial,"предгорья, низкогорья, среднегорья","foothills, low mountains, mid mountains",декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa borszczowii Regel,тюльпан Борщова,Borshov lolasi,,ko'p yillik,"qumli, gilli cho'llar",tekislik,manzarali,"Qizilqum, Orolbo'yi cho'llar, Betpaqdala (O'zbekiston, Qozog'iston)",,"Qizilqum, Mirzacho'l",,yo'q,false,многолетнее,perennial,равнина,plain,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa buhseana Boiss.,тюльпан Бузе,Buze lolasi,,ko'p yillik,"qumli, gilli, toshloq cho'llar, qoldiq tog'li past tog'lar",tekislik,manzarali,"Kaspiybo'yi cho'llar, Balxashbo'yi, Qizilqum, Kopetdog', Badhiz (O'zbekiston, Qozog'iston, Turkmaniston), Eron",,"Qizilqum, tog'oldi tekisliklar Nurota tog'lar",,yo'q,false,многолетнее,perennial,равнина,plain,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa butkovii Botschantz.,тюльпан Буткова,Butkov lolasi,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar",o'rta tog'lar,manzarali,"g'arbiy Tyanshan, Pomir-Oloy (O'zbekiston)",,Chotqol tizmasi,"G'arbiy Tyanshan endemigi, O'zbekiston endemigi",Ugom-Chotqol milliy tabiat bog'i,false,многолетнее,perennial,среднегорья,mid mountains,декоративное,ornamental
MAGNOLIOPHYTA,ПОКРЫТОСЕМЕННЫЕ,Liliopsida,Однодольные,Liliales,Лилиецветные,Liliaceae,Лилейные,Liliaceae,Tulipa L.,Тюльпан,Tulipa carinata Vved.,тюльпан килеватый,pushtakli lola,,ko'p yillik,"mayda tuproqli, shag'alli, toshloq yonbag'irlar","past tog'lar, o'rta tog'lar",manzarali,"janubi-g'arbiy Pomir-Oloy (O'zbekiston, Tojikiston)",,"janubiy yonbag'ir Hisor tizmasi, Ko'hitang",Janubi-g'arbiy Pomir-Oloy endemigi,Surxon qo'riqxonasi,true,многолетнее,perennial,"низкогорья, среднегорья","low mountains, mid mountains",декоративное,ornamental
